EmployeeID,Name,Department,Gender,JoinDate,Age,Salary
135,Employee_135,,M,11-Feb-2021,20.1,"$52,923.34"
136,Employee_136,sales,male,2021-08-23,37.5,"$59,792.86"
137,Employee_137,sales,female,11-May-2019,25.4,61111.82
138,Employee_138,engineering,female,2019-08-29,28.0,76073.67
139,Employee_139,HR,male,2021-07-23,33.0,"$71,607.83"
140,Employee_140,Marketing,F,2020-02-06,32.2,83315.72
141,Employee_141,SALES,Male,2021-07-31,30.7,"$101,059.42"
142,Employee_142,engineering,Female,2022-05-21,32.2,"$75,972.71"
143,Employee_143,sales,Male,29/07/2020,44.2,78078.8
144,Employee_144,Engineering,Female,2020-01-06,10.5,
145,Employee_145,,M,2021-08-11,31.2,65323.07
146,Employee_146,HR,F,24/01/2022,29.6,94069.45
147,Employee_147,Engineering,Female,27/08/2019,40.8,66521.2
148,Employee_148,Sales,,28-Jul-2019,37.7,78289.39
149,Employee_149,Sales,Male,05/09/2024,40.2,"$48,163.51"
150,Employee_150,sales,F,02/01/2020,41.4,"$55,499.71"
151,Employee_151,sales,M,2023-09-04,150.0,"$57,066.33"
152,Employee_152,Engineering,male,09-01-2018,27.9,"$31,772.24"
153,Employee_153,Sales,male,2022-02-05,35.6,55897.0
154,Employee_154,sales,female,2020-06-15,32.5,"$81,356.18"
155,Employee_155,sales,F,12-22-2020,49.6,60691.44
156,Employee_156,Hr,,14/01/2020,39.5,"$37,644.53"
157,Employee_157,Hr,female,2020-04-29,28.5,
158,Employee_158,sales,male,06-01-2019,26.3,"$66,012.66"
159,Employee_159,Engineering,Female,2023-08-15,37.4,93237.35
160,Employee_160,SALES,M,27-Oct-2018,44.0,55484.72
161,Employee_161,sales,Female,09/10/2018,,59859.48
162,Employee_162,SALES,,07-03-2023,29.6,"$97,174.60"
163,Employee_163,Sales,M,13-Feb-2023,42.4,54062.28
164,Employee_164,sales,F,29/03/2020,32.7,72784.02
165,Employee_165,HR,Female,30-Nov-2021,28.6,61874.3
166,Employee_166,Sales,Female,2020-07-18,36.6,"$65,171.29"
167,Employee_167,SALES,Male,02-04-2018,31.9,59155.15
168,Employee_168,Sales,F,14-May-2023,33.6,"$68,508.19"
169,Employee_169,sales,Male,27-May-2022,34.9,50289.35
170,Employee_170,,M,06-22-2020,35.1,"$92,166.82"
171,Employee_171,HR,F,17-Jun-2019,34.7,"$86,726.69"
172,Employee_172,Marketing,male,01-14-2020,42.5,66486.83
173,Employee_173,HR,male,2018-10-30,27.2,39839.31
174,Employee_174,Marketing,male,06/09/2023,27.0,81228.63
175,Employee_175,Marketing,F,16-Jul-2023,33.7,39398.1
176,Employee_176,engineering,Male,2022-12-03,30.9,
177,Employee_177,engineering,F,03-14-2019,23.2,38191.46
178,Employee_178,Sales,M,23/05/2018,26.7,"$63,015.52"
179,Employee_179,Hr,Male,25-Dec-2022,27.8,
180,Employee_180,HR,F,28/01/2022,24.1,56474.39
181,Employee_181,HR,F,03-Jun-2021,31.5,"$43,116.61"
182,Employee_182,Hr,M,07-26-2022,28.9,56077.83
183,Employee_183,Hr,F,22-Jun-2019,31.8,21873.8
184,Employee_184,Hr,,30/04/2018,-5.0,
185,Employee_185,Sales,male,09-07-2020,33.5,"$45,715.46"
186,Employee_186,Engineering,Female,14/07/2024,37.4,88786.75
187,Employee_187,Marketing,Female,2022-08-21,19.1,89664.0
188,Employee_188,Sales,M,02-03-2022,32.7,"$32,302.80"
189,Employee_189,HR,male,12-Dec-2019,,55616.73
190,Employee_190,Sales,Male,2018-07-18,32.5,87707.12
191,Employee_191,Marketing,male,03/04/2019,42.8,"$47,919.98"
192,Employee_192,engineering,Female,07-21-2024,21.2,48172.87
193,Employee_193,Engineering,Male,08-02-2019,40.2,
194,Employee_194,sales,Male,2019-10-02,,"$61,767.47"
195,Employee_195,Sales,Female,08-Feb-2020,26.5,"$96,849.23"
196,Employee_196,HR,F,2019-02-13,31.2,72256.82
197,Employee_197,Marketing,F,2021-02-25,35.6,61847.93
198,Employee_198,SALES,Female,2018-06-13,43.5,72618.7
199,Employee_199,Hr,male,2024-01-24,33.3,
200,Employee_200,Sales,,2021-08-31,42.8,1539115.11
201,Employee_201,Marketing,Female,10-01-2020,37.3,"$54,848.37"
202,Employee_202,engineering,Female,2023-05-25,23.9,58445.24
203,Employee_203,Engineering,male,2023-05-12,28.9,50264.39
204,Employee_204,HR,male,03-06-2021,,"$71,987.15"
205,Employee_205,engineering,M,06-12-2023,50.6,
206,Employee_206,Marketing,Female,2019-08-31,33.9,"$57,944.24"
207,Employee_207,SALES,F,2021-11-18,28.8,78388.69
208,Employee_208,sales,female,2019-10-25,40.9,62973.2
209,Employee_209,SALES,male,05/04/2018,34.4,"$82,196.72"
210,Employee_210,sales,male,29-Oct-2019,38.0,46772.57
211,Employee_211,Sales,M,07-13-2024,,55698.3
212,Employee_212,sales,F,22/07/2021,19.9,80175.46
213,Employee_213,sales,female,06-Jan-2022,25.2,78962.96
214,Employee_214,engineering,F,11-11-2021,43.8,"$37,784.72"
215,Employee_215,Engineering,Male,09-Feb-2022,22.9,51551.36
216,Employee_216,Sales,,08/12/2020,28.5,87330.27
217,Employee_217,engineering,male,03-Feb-2022,40.9,"$67,368.58"
218,Employee_218,Engineering,male,2020-06-26,31.6,"$74,373.19"
219,Employee_219,sales,Female,11-Nov-2020,28.0,47561.52
220,Employee_220,sales,M,2022-10-28,34.9,77136.52
221,Employee_221,engineering,F,07-28-2018,31.1,"$92,022.27"
222,Employee_222,HR,Male,19/05/2021,40.8,70562.89
223,Employee_223,HR,male,16/11/2018,47.3,97348.84
224,Employee_224,engineering,Female,13/03/2018,49.7,"$68,892.50"
225,Employee_225,,Male,27/02/2024,40.1,65195.53
226,Employee_226,Marketing,Female,14/06/2021,29.8,"$63,771.34"
227,Employee_227,Marketing,Male,2023-07-10,20.1,"$66,112.72"
228,Employee_228,Engineering,male,21-Jan-2019,36.0,68955.47
229,Employee_229,Marketing,Male,08-Dec-2020,27.4,"$80,330.98"
230,Employee_230,Marketing,female,2020-04-19,37.8,
231,Employee_231,Sales,Female,11/06/2019,,56490.79
232,Employee_232,engineering,M,2023-07-17,38.3,57272.91
233,Employee_233,Sales,Male,07-23-2023,33.3,78441.78
234,Employee_234,Engineering,Male,30-Aug-2019,43.3,81804.98
235,Employee_235,SALES,female,2022-09-25,29.6,
236,Employee_236,sales,F,2019-09-21,31.5,90540.69
237,Employee_237,,Female,08-12-2023,30.9,81029.22
238,Employee_238,engineering,M,10/04/2020,,65279.36
239,Employee_239,Sales,M,28/09/2021,40.7,"$77,869.00"
240,Employee_240,SALES,Female,28-Nov-2018,41.6,56456.63
241,Employee_241,Hr,M,29-Oct-2020,38.4,"$70,180.51"
242,Employee_242,Sales,Male,04-06-2018,45.6,62551.45
243,Employee_243,HR,Female,11-Apr-2020,39.2,"$65,436.70"
244,Employee_244,sales,female,10-31-2022,26.6,65667.49
245,Employee_245,,Male,2019-06-17,,"$41,840.88"
246,Employee_246,HR,Female,2021-11-11,26.0,"$75,527.52"
247,Employee_247,Hr,female,18-Apr-2023,35.7,81750.07
248,Employee_248,HR,Female,18/02/2021,31.6,46357.25
249,Employee_249,HR,female,2019-11-04,23.8,79464.19
250,Employee_250,Sales,Male,2018-11-10,34.7,63499.76
251,Employee_251,Marketing,F,28/06/2019,23.2,72926.08
252,Employee_252,Marketing,,08-30-2020,27.1,112818.36
253,Employee_253,SALES,Female,02-19-2024,35.0,"$78,189.28"
254,Employee_254,Engineering,M,06-20-2018,,54766.86
255,Employee_255,Sales,Female,01-Aug-2020,35.6,83708.22
256,Employee_256,Hr,Female,2018-02-23,56.2,77263.81
257,Employee_257,Engineering,M,2019-08-22,15.3,83461.27
258,Employee_258,engineering,M,2024-06-27,42.4,"$83,714.46"
259,Employee_259,Marketing,,2018-05-27,23.5,63284.47
260,Employee_260,SALES,,11-Apr-2021,37.9,"$97,290.03"
261,Employee_261,,Male,12-09-2022,30.5,40485.57
262,Employee_262,Sales,Female,04-04-2020,19.8,38566.26
263,Employee_263,Sales,M,02-14-2023,,68978.32
264,Employee_264,HR,Female,25/07/2018,50.5,94291.22
265,Employee_265,Marketing,male,03-21-2023,39.6,"$48,074.40"
266,Employee_266,Hr,female,11/02/2023,20.3,31128.4
267,Employee_267,Marketing,M,10-29-2018,31.1,"$76,329.29"
268,Employee_268,Hr,Male,2020-05-14,-5.0,38098.99
269,Employee_269,Hr,M,11-Nov-2018,35.5,89291.01
270,Employee_270,Hr,Male,30-Nov-2023,27.9,"$63,099.38"
271,Employee_271,HR,F,2023-12-06,,"$103,155.94"
272,Employee_272,Marketing,Female,2023-04-14,33.9,56464.9
273,Employee_273,Hr,Male,18/06/2019,17.9,42256.76
274,Employee_274,Engineering,Male,23/11/2019,33.0,78262.76
275,Employee_275,Engineering,M,18-Jun-2018,41.0,50158.71
276,Employee_276,Marketing,F,28/04/2019,38.6,"$56,323.01"
277,Employee_277,HR,Female,02-06-2018,35.8,83750.3
278,Employee_278,Marketing,Female,04-Aug-2018,20.5,70967.19
279,Employee_279,SALES,,2019-10-23,41.0,70313.97
280,Employee_280,SALES,female,2024-07-18,27.2,66988.38
281,Employee_281,engineering,Female,18/12/2021,33.3,"$60,157.50"
282,Employee_282,engineering,Male,2024-01-16,45.8,93478.25
283,Employee_283,sales,Female,2020-02-12,40.8,77968.89
284,Employee_284,SALES,Male,2024-09-04,36.9,"$44,026.26"
285,Employee_285,engineering,Female,2022-09-15,30.7,61027.11
286,Employee_286,sales,Male,11-27-2021,31.2,84732.87
287,Employee_287,engineering,M,23/11/2021,43.7,"$66,650.48"
288,Employee_288,Hr,F,2019-06-25,7.7,"$64,439.49"
289,Employee_289,sales,,06-May-2021,48.8,"$54,882.78"
290,Employee_290,SALES,male,02/02/2018,38.0,"$72,632.04"
291,Employee_291,Engineering,M,2021-06-22,32.2,56128.86
292,Employee_292,HR,,07-Mar-2019,,"$58,516.55"
293,Employee_293,Hr,male,2021-04-06,29.3,58195.39
294,Employee_294,Hr,Female,29-Aug-2023,25.7,"$60,898.63"
295,Employee_295,Marketing,female,13-Sep-2021,45.0,"$84,893.59"
296,Employee_296,Sales,M,01-Aug-2023,31.3,"$41,913.19"
297,Employee_297,Marketing,Female,2019-01-14,38.7,75665.42
298,Employee_298,HR,Male,08-20-2020,36.8,78846.24
299,Employee_299,,female,2023-09-20,35.1,47519.48
300,Employee_300,Engineering,Male,08-31-2019,,"$92,455.42"
301,Employee_301,Hr,female,2019-01-05,40.9,83879.27
302,Employee_302,engineering,Male,03-Sep-2023,28.2,"$67,904.12"
303,Employee_303,Sales,female,10-Mar-2022,40.1,"$59,663.91"
304,Employee_304,Engineering,Female,03-06-2020,40.0,"$71,005.70"
305,Employee_305,Engineering,Female,28-Mar-2024,32.0,1270809.3
306,Employee_306,HR,female,02-09-2018,29.2,44669.25
307,Employee_307,Hr,Male,01-19-2019,32.4,"$58,056.51"
308,Employee_308,engineering,Female,06-Oct-2019,34.0,79991.28
309,Employee_309,HR,Female,03-08-2024,29.2,"$61,476.82"
310,Employee_310,HR,male,09-Jan-2020,19.7,63077.49
311,Employee_311,Marketing,M,08-01-2023,27.0,"$62,889.86"
312,Employee_312,Sales,Male,07-17-2018,28.6,52368.82
313,Employee_313,sales,Male,2020-04-21,39.6,112411.92
314,Employee_314,engineering,female,30-Dec-2020,27.1,"$59,652.76"
315,Employee_315,sales,Male,2021-06-06,43.1,74266.92
316,Employee_316,Marketing,F,2023-02-11,39.9,106364.66
317,Employee_317,Sales,Female,09-02-2024,31.4,38381.93
318,Employee_318,engineering,F,2021-05-12,35.0,"$61,285.70"
319,Employee_319,Marketing,Male,11-Apr-2022,35.2,"$74,939.90"
320,Employee_320,engineering,M,28/10/2018,32.4,77535.95
321,Employee_321,HR,male,21-Dec-2018,34.8,102421.46
322,Employee_322,SALES,F,02/11/2022,34.5,65703.35
323,Employee_323,,Male,06-Nov-2020,19.2,"$81,237.34"
324,Employee_324,Sales,M,28/10/2020,35.7,"$54,463.47"
325,Employee_325,sales,Female,12-Aug-2021,41.9,66385.76
326,Employee_326,Marketing,female,27-Jan-2022,37.7,"$77,449.93"
327,Employee_327,engineering,male,22/09/2022,41.3,"$88,425.65"
328,Employee_328,Marketing,female,2023-12-28,32.4,"$72,163.51"
329,Employee_329,SALES,M,2020-07-06,27.9,48846.17
330,Employee_330,Sales,Male,2020-06-21,34.9,29865.96
331,Employee_331,engineering,Female,24-Jun-2020,39.7,36058.94
332,Employee_332,,male,2020-10-10,35.9,55144.27
333,Employee_333,HR,female,2022-10-16,50.1,91593.98
334,Employee_334,SALES,female,2023-09-01,27.2,70737.22
335,Employee_335,Hr,F,09/02/2020,27.6,"$41,926.98"
336,Employee_336,Engineering,Female,19/07/2023,37.2,50906.66
337,Employee_337,,female,18-Feb-2019,24.1,53987.24
338,Employee_338,Engineering,Female,28-May-2021,26.5,62454.47
339,Employee_339,sales,F,11-01-2023,38.7,72656.7
340,Employee_340,Marketing,Male,30/10/2024,42.0,
341,Employee_341,sales,Male,2024-05-23,35.9,
342,Employee_342,HR,M,18/04/2024,37.1,59745.42
343,Employee_343,sales,Female,06/11/2019,37.4,"$69,293.06"
344,Employee_344,engineering,female,20/03/2021,19.5,76662.75
345,Employee_345,Hr,female,08-30-2021,24.4,"$39,834.33"
346,Employee_346,HR,F,01-07-2022,32.5,"$1,120,271.96"
347,Employee_347,Engineering,Female,2019-10-01,35.6,"$64,166.53"
348,Employee_348,engineering,male,2023-05-06,31.6,62805.79
349,Employee_349,Hr,M,02-05-2024,31.7,"$52,353.76"
350,Employee_350,Marketing,male,01-15-2020,33.5,99247.58
351,Employee_351,Hr,Male,01-28-2024,24.4,60396.25
352,Employee_352,Marketing,female,04-27-2018,38.6,
353,Employee_353,Engineering,Female,11-15-2018,30.1,"$84,926.74"
354,Employee_354,Hr,M,04-Jun-2023,32.5,"$69,425.39"
355,Employee_355,SALES,M,2023-09-11,44.4,53375.26
356,Employee_356,Sales,Female,2018-01-12,22.8,67273.76
357,Employee_357,engineering,male,2024-02-11,46.0,74165.94
358,Employee_358,Marketing,Male,29/09/2021,35.8,"$39,958.00"
359,Employee_359,Hr,F,10-01-2018,35.8,"$58,459.34"
360,Employee_360,Marketing,F,08/01/2024,,61786.62
361,Employee_361,Engineering,Female,29/07/2022,21.0,"$73,416.54"
362,Employee_362,engineering,female,07-23-2023,42.6,60605.83
363,Employee_363,engineering,male,08-Jun-2018,36.8,90101.63
364,Employee_364,Engineering,female,13-Dec-2019,29.3,66953.2
365,Employee_365,HR,female,08-02-2023,26.5,89990.93
366,Employee_366,Hr,female,2023-07-13,45.7,"$48,109.31"
367,Employee_367,Marketing,M,2022-06-19,37.9,81200.33
368,Employee_368,,Male,12-01-2018,25.9,"$54,694.57"
369,Employee_369,sales,female,01-Nov-2020,,51576.32
370,Employee_370,,F,30/09/2018,14.5,
371,Employee_371,sales,Female,16-Nov-2021,36.1,"$66,989.34"
372,Employee_372,SALES,M,07-11-2021,24.6,"$33,401.32"
373,Employee_373,HR,M,19/10/2021,29.1,81343.56
374,Employee_374,Hr,male,16/06/2020,24.6,"$41,305.73"
375,Employee_375,HR,Female,25-Feb-2018,30.0,50395.9
376,Employee_376,sales,Female,06-19-2018,35.7,"$58,172.17"
377,Employee_377,Engineering,female,26-Apr-2022,34.7,91469.4
378,Employee_378,HR,male,2019-04-15,36.1,"$34,251.00"
379,Employee_379,Marketing,Male,2022-03-07,26.1,"$82,658.48"
380,Employee_380,Engineering,Female,29/06/2019,,81694.73
381,Employee_381,Hr,female,27-Feb-2019,24.1,46765.9
382,Employee_382,Engineering,Female,2021-08-11,41.0,"$31,483.00"
383,Employee_383,sales,,2024-06-20,33.6,"$89,963.38"
384,Employee_384,Hr,female,11-25-2023,23.6,60070.23
385,Employee_385,Hr,Female,2024-10-05,28.6,62464.07
386,Employee_386,sales,F,08-Jan-2020,28.9,
387,Employee_387,Marketing,M,14/07/2018,39.5,48670.72
388,Employee_388,engineering,Female,08-17-2024,38.7,93150.32
389,Employee_389,sales,M,06-18-2019,24.8,"$46,700.14"
390,Employee_390,engineering,F,11-Jan-2019,34.7,79929.81
391,Employee_391,,male,06-Oct-2019,33.3,65812.46
392,Employee_392,Hr,female,28/12/2018,33.1,61427.64
393,Employee_393,,,01-31-2024,28.7,76315.12
394,Employee_394,HR,Male,03/07/2022,27.5,"$81,675.81"
395,Employee_395,Marketing,Male,30/07/2022,44.5,"$66,542.36"
396,Employee_396,Engineering,Male,05/08/2024,46.8,84461.55
397,Employee_397,Engineering,F,2018-07-17,37.7,36636.74
398,Employee_398,Marketing,Male,2022-01-09,32.3,"$68,989.13"
399,Employee_399,sales,Female,16-Aug-2024,150.0,
400,Employee_400,Hr,F,05-11-2018,999.0,"$76,252.38"
401,Employee_401,engineering,F,21-Oct-2020,18.6,"$40,144.45"
402,Employee_402,Sales,F,11/03/2020,29.5,"$60,371.77"
403,Employee_403,engineering,Female,20/10/2020,43.7,77489.18
404,Employee_404,engineering,Male,07-30-2019,,46768.95
405,Employee_405,sales,F,09/03/2023,41.3,63326.15
406,Employee_406,Marketing,Female,2018-11-30,34.0,"$83,911.70"
407,Employee_407,Hr,,23/05/2019,32.5,47373.14
408,Employee_408,Hr,male,2019-05-26,35.4,"$82,223.81"
409,Employee_409,HR,Female,05/02/2018,33.3,61567.68
410,Employee_410,HR,Female,07-20-2024,36.8,"$66,899.88"
411,Employee_411,Hr,M,26/08/2023,25.8,73403.96
412,Employee_412,Engineering,M,2018-07-04,39.6,"$2,031,378.84"
413,Employee_413,SALES,Male,20/10/2022,,"$52,782.63"
414,Employee_414,SALES,male,31-May-2018,26.4,65826.45
415,Employee_415,engineering,Female,27-Aug-2024,39.0,
416,Employee_416,Hr,Female,2018-12-20,32.4,36430.37
417,Employee_417,engineering,M,2018-07-02,31.4,45471.82
418,Employee_418,sales,Male,06-Jan-2023,28.9,76606.36
419,Employee_419,sales,female,04-14-2019,31.3,57857.17
420,Employee_420,Sales,,06-24-2019,,"$50,680.40"
421,Employee_421,Marketing,F,27-Sep-2019,46.5,"$77,733.91"
422,Employee_422,engineering,female,2018-02-28,38.2,27889.57
423,Employee_423,SALES,male,18/04/2022,42.3,"$65,707.43"
424,Employee_424,Marketing,male,30/08/2022,27.8,41751.57
425,Employee_425,engineering,Male,02-Aug-2023,29.5,68000.06
426,Employee_426,sales,,06-25-2018,33.5,"$71,234.93"
427,Employee_427,Sales,F,2019-03-02,42.4,44203.67
428,Employee_428,Marketing,F,08/03/2020,28.1,"$80,075.40"
429,Employee_429,,male,2022-08-19,32.5,"$38,741.13"
430,Employee_430,Sales,,02-14-2022,25.1,71876.71
431,Employee_431,engineering,M,03-Apr-2024,43.2,"$57,016.72"
432,Employee_432,SALES,F,03/07/2019,,"$73,325.10"
433,Employee_433,Hr,female,10-21-2018,24.5,86311.36
434,Employee_434,SALES,F,12-26-2020,23.1,60625.54
435,Employee_435,sales,F,03/07/2021,38.8,91480.08
436,Employee_436,Marketing,F,2023-09-18,33.5,63432.27
437,Employee_437,engineering,Male,01-29-2022,,"$46,495.92"
438,Employee_438,engineering,female,03-Jan-2022,43.5,52554.44
